"dceGroup","dceType","dceID","SurveyDateTime","StreamName","SiteName","dceName","SiteDescription","WettedWidth","SiteLength","BSCoordinateSource","BSLatitudeDD","BSLongitudeDD","BSPositionAccuracy","Datum","GRTSSiteID","GRTSLatitudeDD","GRTSLongitudeDD","Notes","PTAGISrkmCode","SubBasin","TSCoordinateSource","TSLatitudeDD","TSLongitudeDD","TSPositionAccuracy","Watershed","ProgramID","ProtocolName","ProjectName","SampledStatus","Gradient","WidthCategory","CreatedBy","CreatedDate","LastUpdatedBy","LastUpdatedDate","recordID_fldLog","dateTrans","dceID_cdb","ProgramName","DesignName","dataLoggerID","LoggerAppVersion","importDate","importSrc","importRecID","trans_SupDB","TimeZone","Crew","Equipment","rowID","Season","EndDateTime","SurveyDirection","VisitNumber","WaterTemperatureBegin","WaterTemperatureEnd","TotalFishCount","ReleaseDateTime","ReleaseTemperature","ReleaseSiteName","SurveyTiming","OriginalFile","dceNameARS","TSWettedWidth","BSWettedWidth","AvgWettedWidth","dataSet","GPSLogInterval","RiverLocationDS","RiverLocationUS","SurveyType","TrapLocation","DSReleaseLongitude","DSReleaseLatitude","DSPositionAccuracy","USReleaseLongitude","USReleaseLatitude","QA_Feb1016_RelationToFldLog_LF","QA_Feb1016_FldLog_LF_DceID"
,"Rotary Screw Trap",4627,"2019-05-06 06:27:27","Lemhi River","LLRTP","LLRTP-20190506-0627",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-06 06:27:27","BARKER J","2019-05-06 06:27:27",318,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",318,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-126-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4628,"2019-05-07 06:33:53","Lemhi River","LLRTP","LLRTP-20190507-0633",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-07 06:33:53","BARKER J","2019-05-07 06:33:53",319,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",319,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-127-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4629,"2019-05-08 06:39:10","Lemhi River","LLRTP","LLRTP-20190508-0639",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-08 06:39:10","BARKER J","2019-05-08 06:39:10",320,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",320,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-128-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4630,"2019-05-09 07:22:48","Lemhi River","LLRTP","LLRTP-20190509-0722",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-09 07:22:48","BARKER J","2019-05-09 07:22:48",321,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",321,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-129-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4631,"2019-05-10 06:44:43","Lemhi River","LLRTP","LLRTP-20190510-0644",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-10 06:44:43","HALL M","2019-05-10 06:44:43",322,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",322,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-130-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4632,"2019-05-11 06:52:31","Lemhi River","LLRTP","LLRTP-20190511-0652",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-11 06:52:31","HALL M","2019-05-11 06:52:31",323,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",323,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-131-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4633,"2019-05-12 06:46:24","Lemhi River","LLRTP","LLRTP-20190512-0646",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-12 06:46:24","HALL M","2019-05-12 06:46:24",324,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",324,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-132-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4634,"2019-05-13 06:40:50","Lemhi River","LLRTP","LLRTP-20190513-0640",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-13 06:40:50","HALL M","2019-05-13 06:40:50",325,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",325,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-133-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4635,"2019-05-14 06:27:41","Lemhi River","LLRTP","LLRTP-20190514-0627",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-14 06:27:41","HALL M","2019-05-14 06:27:41",326,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",326,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-134-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4636,"2019-05-15 06:58:16","Lemhi River","LLRTP","LLRTP-20190515-0658",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-15 06:58:16","EARL T","2019-05-15 06:58:16",327,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",327,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-135-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4637,"2019-05-16 06:24:47","Lemhi River","LLRTP","LLRTP-20190516-0624",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-16 06:24:47","EARL T","2019-05-16 06:24:47",328,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",328,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-136-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4638,"2019-05-17 05:54:10","Lemhi River","LLRTP","LLRTP-20190517-0554",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-17 05:54:10","BARKER J","2019-05-17 05:54:10",329,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",329,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-137-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4639,"2019-05-18 06:07:28","Lemhi River","LLRTP","LLRTP-20190518-0607",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-18 06:07:28","BARKER J","2019-05-18 06:07:28",330,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",330,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-138-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4640,"2019-05-19 06:17:54","Lemhi River","LLRTP","LLRTP-20190519-0617",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-19 06:17:54","BARKER J","2019-05-19 06:17:54",331,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",331,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-139-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4641,"2019-05-20 06:49:13","Lemhi River","LLRTP","LLRTP-20190520-0649",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-20 06:49:13","HALL M","2019-05-20 06:49:13",332,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",332,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-140-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4642,"2019-05-21 07:04:18","Lemhi River","LLRTP","LLRTP-20190521-0704",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-21 07:04:18","BARKER J","2019-05-21 07:04:18",333,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",333,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-141-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4643,"2019-05-22 07:03:32","Lemhi River","LLRTP","LLRTP-20190522-0703",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-22 07:03:32","EARL T","2019-05-22 07:03:32",334,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",334,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-142-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4644,"2019-05-23 06:56:29","Lemhi River","LLRTP","LLRTP-20190523-0656",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-23 06:56:29","EARL T","2019-05-23 06:56:29",335,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",335,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-143-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4645,"2019-05-24 06:54:47","Lemhi River","LLRTP","LLRTP-20190524-0654",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-24 06:54:47","EARL T","2019-05-24 06:54:47",336,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",336,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-144-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4646,"2019-05-25 07:04:36","Lemhi River","LLRTP","LLRTP-20190525-0704",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-25 07:04:36","EARL T","2019-05-25 07:04:36",337,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",337,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-145-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4647,"2019-05-26 07:19:49","Lemhi River","LLRTP","LLRTP-20190526-0719",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-26 07:19:49","EARL T","2019-05-26 07:19:49",338,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",338,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-146-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4648,"2019-05-27 06:45:51","Lemhi River","LLRTP","LLRTP-20190527-0645",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-27 06:45:51","EARL T","2019-05-27 06:45:51",339,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",339,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-147-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4649,"2019-05-28 06:50:14","Lemhi River","LLRTP","LLRTP-20190528-0650",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-05-28 06:50:14","EARL T","2019-05-28 06:50:14",340,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",340,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-148-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4650,"2019-05-29 07:22:26","Lemhi River","LLRTP","LLRTP-20190529-0722",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-29 07:22:26","HALL M","2019-05-29 07:22:26",341,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",341,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-149-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4651,"2019-05-30 06:37:18","Lemhi River","LLRTP","LLRTP-20190530-0637",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-05-30 06:37:18","HALL M","2019-05-30 06:37:18",342,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",342,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-150-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4652,"2019-05-31 06:53:10","Lemhi River","LLRTP","LLRTP-20190531-0653",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-05-31 06:53:10","BARKER J","2019-05-31 06:53:10",343,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",343,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-151-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4653,"2019-06-01 05:27:39","Lemhi River","LLRTP","LLRTP-20190601-0527",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"HALL M","2019-06-01 05:27:39","HALL M","2019-06-01 05:27:39",344,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",344,"2020-11-24 14:28:10","Pacific Standard Time","HALL M","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-152-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4654,"2019-06-02 07:03:25","Lemhi River","LLRTP","LLRTP-20190602-0703",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-06-02 07:03:25","BARKER J","2019-06-02 07:03:25",345,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",345,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-153-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4655,"2019-06-03 06:26:19","Lemhi River","LLRTP","LLRTP-20190603-0626",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-06-03 06:26:19","BARKER J","2019-06-03 06:26:19",346,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",346,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-154-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4656,"2019-06-04 06:35:13","Lemhi River","LLRTP","LLRTP-20190604-0635",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-06-04 06:35:13","BARKER J","2019-06-04 06:35:13",347,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",347,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-155-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4657,"2019-06-05 08:26:19","Lemhi River","LLRTP","LLRTP-20190605-0826",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"BARKER J","2019-06-05 08:26:19","BARKER J","2019-06-05 08:26:19",348,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",348,"2020-11-24 14:28:10","Pacific Standard Time","BARKER J","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-156-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4658,"2019-06-06 04:00:07","Lemhi River","LLRTP","LLRTP-20190606-0400",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-06-06 04:00:07","EARL T","2019-06-06 04:00:07",349,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",349,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-157-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4659,"2019-06-09 05:46:34","Lemhi River","LLRTP","LLRTP-20190609-0546",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-06-09 05:46:34","EARL T","2019-06-09 05:46:34",350,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",350,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-160-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4660,"2019-06-10 06:41:52","Lemhi River","LLRTP","LLRTP-20190610-0641",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-06-10 06:41:52","EARL T","2019-06-10 06:41:52",351,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",351,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-161-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
,"Rotary Screw Trap",4661,"2019-06-11 04:58:52","Lemhi River","LLRTP","LLRTP-20190611-0458",,,,,45.159641,-113.833012,,,"LLRTP",,,"LLRTP Tagging Biomark ABS","522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2019","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging",,,,"EARL T","2019-06-11 04:58:52","EARL T","2019-06-11 04:58:52",352,"2020-04-08 17:02:33",,,,"1",,,"Roving2020.accdb",352,"2020-11-24 14:28:10","Pacific Standard Time","EARL T","Rotary Screw Trap",,,,,1,,,,,,,,"QCI-2019-162-001",,,,,,,"Right","Right","Trap Fish PIT Tagging","Right",-113.83311,45.15931,,-113.83156,45.15987,,
